URL,,, 'Letzter Preis', 'Veränderung zum Vortag',,Letzter Handel, 'Geld', 'Brief',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 'Modified Duration', 'Kupon',,,,,,, 'Emittent', 'Branche', 'Markt', 'Subsegment', 'Mindestanlagesumme', 'Notierungseinheit', 'Emissionsdatum', 'Emissionsvolumen', 'Umlaufendes Volumen', 'Emissionswährung', 'Depotwährung', 'Notierungsaufnahme', 'Fälligkeit', 'Schuldnerkündigungsart', 'Sonderkündigung', 'Nachrangig', 'Kleinste handelbare Einheit', 'Spezialist', 'Handelsmodell'
https://www.boerse-frankfurt.de/anleihe/be6249305804-societe-publique-de-gestion-de-l-eau-spge-3-3-13-26,['', '09.08.24 12:16:50'," '99,863'"," '-0,07%'", 'Das Wertpapier ist vom Handel ausgesetzt.', '23.01.25 23:48:21'," '0,00'"," '0,00'", 'für 0 Nominal', 'für 0 Nominal', 'Differenz zum Vortag', '-0,07 / -0,07%', 'Spread absolut / relativ', '0 / 0%', 'Tagesumsatz in Euro', '0', 'Tagesumsatz nominal', '0', 'Preisfeststellungen', '0', 'Schlusspreis des letzten Handelstages', '99,863', 'Tagestief/-hoch', '99,863 / 99,863', '52-Wochentief/-hoch', '0,00 / 99,963', 'Handelszeiten', '11:00-13:00', 'Rendite in % zum letzten Preis', '3,4276'," '3,4276'", 'Rendite in % zu Brief', '', 'Rendite in % zu Geld', '', 'Stückzinsberechnung', 'k.A.', 'Stückzinsen in %', '3,0392', 'Aufgelaufene Stückzinstage', '337', 'Duration in Jahren', '1,079'," '1,041'"," '3,300%'", 'Erster Zinstermin', '26.02.2014', 'Anzahl Zinstermine', 'Jährlich', 'Zinslauf ab', '26.02.2013'," ""Société Publique de Gestion de l'Eau -SPGE-""", 'Währungsanleihen', 'Freiverkehr', '', '', 'Prozentnotiert', '26.02.2013', '25.000.000', '25.000.000', 'EUR', 'EUR', '28.02.2013', '26.02.2026', '', '', '', '100.000', 'BAADER BANK AG', 'Fortlaufende Auktion']
https://www.boerse-frankfurt.de/anleihe/xs2970728205-suedzucker-international-finance-b-v-4-125-25-32,['', '24.01.25 17:27:51'," '99,22'"," '0', ''",, '24.01.25 17:30:00'," '0,00'"," '0,00'", 'für 0 Nominal', 'für 0 Nominal', 'Differenz zum Vortag', '0 / 0%',,, 'Spread absolut / relativ', '0 / 0%', 'Tagesumsatz in Euro', '0', 'Tagesumsatz nominal', '0', 'Preisfeststellungen', '0', 'Schlusspreis des letzten Handelstages', '99,22', 'Tagestief/-hoch', '99,18 / 99,32', '52-Wochentief/-hoch', '/',,, 'Handelszeiten', '08:00-17:30',,,,,,,,,,,,,,,,,,,0," '4,125%'", 'Erster Zinstermin', '29.01.2026', 'Anzahl Zinstermine', 'Jährlich', 'Zinslauf ab', '29.01.2025', 'Südzucker International Finance B.V.', 'Währungsanleihen', 'Freiverkehr', '', '1.000', 'Prozentnotiert', '29.01.2025', '500.000.000', '500.000.000', 'EUR', 'EUR', '24.01.2025', '29.01.2032', 'Special call', '2025-01-29', '', '1.000', 'BAADER BANK AG', 'Fortlaufende Auktion']
https://www.boerse-frankfurt.de/anleihe/de000hcb0cc8-hamburg-commercial-bank-ag-3-5-25-30,['', '24.01.25 17:00:14'," '99,53'"," '0', ''",, '24.01.25 17:30:00'," '0,00'"," '0,00'", 'für 0 Nominal', 'für 0 Nominal', 'Differenz zum Vortag', '0 / 0%',,, 'Spread absolut / relativ', '0 / 0%', 'Tagesumsatz in Euro', '0', 'Tagesumsatz nominal', '0', 'Preisfeststellungen', '0', 'Schlusspreis des letzten Handelstages', '99,53', 'Tagestief/-hoch', '99,50 / 99,77', '52-Wochentief/-hoch', '/',,, 'Handelszeiten', '08:00-17:30',,,,,,,,,,,,,,,,,,,0," '3,500%'", 'Erster Zinstermin', '31.01.2026', 'Anzahl Zinstermine', 'Jährlich', 'Zinslauf ab', '31.01.2025', 'Hamburg Commercial Bank AG', '(Industrie-) und Bankschuldverschreibungen', 'Freiverkehr', '', '1.000', 'Prozentnotiert', '31.01.2025', '500.000.000', '500.000.000', 'EUR', 'EUR', '24.01.2025', '31.01.2030', '', '', '', '1.000', 'WALTER LUDWIG GMBH WERTPAPIERHANDELSBANK', 'Fortlaufende Auktion']
https://www.boerse-frankfurt.de/anleihe/xs2383886947-lanxess-ag-0-000-21-27,['', '24.01.25 13:39:09'," '92,48'"," '1,14%'", '', '24.01.25 17:29:47'," '0,00'"," '0,00'", 'für 0 Nominal', 'für 0 Nominal', 'Differenz zum Vortag', '1,04-Jan,14%', 'Spread absolut / relativ', '0 / 0%', 'Tagesumsatz in Euro', '0', 'Tagesumsatz nominal', '0', 'Preisfeststellungen', '0', 'Schlusspreis des letzten Handelstages', '92,48', 'Tagestief/-hoch', '91,36 / 92,48', '52-Wochentief/-hoch', '86,62 / 93,53', 'Handelszeiten', '08:00-17:30', 'Rendite in % zum letzten Preis', '3,0394'," '3,0394'", 'Rendite in % zu Brief', '', 'Rendite in % zu Geld', '', 'Stückzinsberechnung', 'k.A.', 'Stückzinsen in %', '0,0000', 'Aufgelaufene Stückzinstage', '142', 'Duration in Jahren', '2,611'," '2,415'",0%', 'Erster Zinstermin', '08.09.2022', 'Anzahl Zinstermine', 'Jährlich', 'Zinslauf ab', '08.09.2021', 'LANXESS AG', '(Industrie-) und Bankschuldverschreibungen', 'Freiverkehr', '', '1.000', 'Prozentnotiert', '08.09.2021', '500.000.000', '500.000.000', 'EUR', 'EUR', '03.09.2021', '08.09.2027', 'Special call', '', '', '1.000', 'WOLFGANG STEUBING AG', 'Fortlaufende Auktion']
https://www.boerse-frankfurt.de/anleihe/de000a3h2zf6-kreditanstalt-fuer-wiederaufbau-0-000-21-31,['', '24.01.25 17:25:05'," '85,36'"," '-0,20%'", '', '24.01.25 17:30:00'," '0,00'"," '0,00'", 'für 0 Nominal', 'für 0 Nominal', 'Differenz zum Vortag', '-0,17 / -0,20%', 'Spread absolut / relativ', '0 / 0%', 'Tagesumsatz in Euro', '0', 'Tagesumsatz nominal', '0', 'Preisfeststellungen', '0', 'Schlusspreis des letzten Handelstages', '85,36', 'Tagestief/-hoch', '85,36 / 85,58', '52-Wochentief/-hoch', '81,94 / 87,14', 'Handelszeiten', '08:00-17:30', 'Rendite in % zum letzten Preis', '2,6958'," '2,6958'", 'Rendite in % zu Brief', '', 'Rendite in % zu Geld', '', 'Stückzinsberechnung', 'k.A.', 'Stückzinsen in %', '0,0000', 'Aufgelaufene Stückzinstage', '18', 'Duration in Jahren', '5,953'," '5,082'",0%', 'Erster Zinstermin', '10.01.2022', 'Anzahl Zinstermine', 'Jährlich', 'Zinslauf ab', '12.01.2021', 'Kreditanstalt für Wiederaufbau', 'Schuldverschreibungen von Sonderinstituten', 'Regulierter Markt', '', '1.000', 'Prozentnotiert', '12.01.2021', '6.000.000.000', '6.000.000.000', 'EUR', 'EUR', '13.01.2021', '10.01.2031', '', '', '', '1.000', 'ICF BANK AG WERTPAPIERHANDELSBANK', 'Fortlaufende Auktion']
https://www.boerse-frankfurt.de/anleihe/xs2263684776-nestle-finance-international-ltd-0-000-20-33,['', '24.01.25 10:32:50'," '78,85'"," '0,18%'", '', '24.01.25 17:29:46'," '0,00'"," '0,00'", 'für 0 Nominal', 'für 0 Nominal', 'Differenz zum Vortag', '0,14 / 0,18%', 'Spread absolut / relativ', '0 / 0%', 'Tagesumsatz in Euro', '0', 'Tagesumsatz nominal', '0', 'Preisfeststellungen', '0', 'Schlusspreis des letzten Handelstages', '78,85', 'Tagestief/-hoch', '78,85 / 78,85', '52-Wochentief/-hoch', '74,97 / 82,01', 'Handelszeiten', '08:00-17:30', 'Rendite in % zum letzten Preis', '2,9797'," '2,9797'", 'Rendite in % zu Brief', '', 'Rendite in % zu Geld', '', 'Stückzinsberechnung', 'k.A.', 'Stückzinsen in %', '0,0000', 'Aufgelaufene Stückzinstage', '331', 'Duration in Jahren', '8,099'," '6,386'",0%', 'Erster Zinstermin', '03.03.2021', 'Anzahl Zinstermine', 'Jährlich', 'Zinslauf ab', '03.12.2020', 'Nestlé Finance International Ltd.', 'Währungsanleihen', 'Freiverkehr', '', '1.000', 'Prozentnotiert', '03.12.2020', '500.000.000', '500.000.000', 'EUR', 'EUR', '24.11.2020', '03.03.2033', 'Special call', '', '', '1.000', 'WOLFGANG STEUBING AG', 'Fortlaufende Auktion']
https://www.boerse-frankfurt.de/anleihe/eu000a3krjq6-europaeische-union-0-000-21-29,['', '24.01.25 15:13:56'," '89,20'"," '0,00%'", '', '24.01.25 17:29:47'," '0,00'"," '0,00'", 'für 0 Nominal', 'für 0 Nominal', 'Differenz zum Vortag', '0,00 / 0,00%', 'Spread absolut / relativ', '0 / 0%', 'Tagesumsatz in Euro', '0', 'Tagesumsatz nominal', '0', 'Preisfeststellungen', '0', 'Schlusspreis des letzten Handelstages', '89,20', 'Tagestief/-hoch', '89,20 / 89,20', '52-Wochentief/-hoch', '85,81 / 90,24', 'Handelszeiten', '08:00-17:30', 'Rendite in % zum letzten Preis', '2,6136'," '2,6136'", 'Rendite in % zu Brief', '', 'Rendite in % zu Geld', '', 'Stückzinsberechnung', 'k.A.', 'Stückzinsen in %', '0,0000', 'Aufgelaufene Stückzinstage', '208', 'Duration in Jahren', '4,433'," '3,954'",0%', 'Erster Zinstermin', '04.07.2022', 'Anzahl Zinstermine', 'Jährlich', 'Zinslauf ab', '25.05.2021', 'Europäische Union', 'Währungsanleihen', 'Freiverkehr', '', '1.000', 'Prozentnotiert', '25.05.2021', '8.137.000.000', '8.137.000.000', 'EUR', 'EUR', '20.05.2021', '04.07.2029', '', '', '', '1.000', 'WOLFGANG STEUBING AG', 'Fortlaufende Auktion']
https://www.boerse-frankfurt.de/anleihe/xs2280845491-bmw-finance-n-v-0-000-21-26,['', '24.01.25 17:00:50'," '97,513'"," '0,00%'", '', '24.01.25 17:30:00'," '0,00'"," '0,00'", 'für 0 Nominal', 'für 0 Nominal', 'Differenz zum Vortag', '0,002 / 0,00%', 'Spread absolut / relativ', '0 / 0%', 'Tagesumsatz in Euro', '0', 'Tagesumsatz nominal', '0', 'Preisfeststellungen', '0', 'Schlusspreis des letzten Handelstages', '97,513', 'Tagestief/-hoch', '97,50 / 97,61', '52-Wochentief/-hoch', '94,Jan-97,61', 'Handelszeiten', '08:00-17:30', 'Rendite in % zum letzten Preis', '2,6766'," '2,6766'", 'Rendite in % zu Brief', '', 'Rendite in % zu Geld', '', 'Stückzinsberechnung', 'k.A.', 'Stückzinsen in %', '0,0000', 'Aufgelaufene Stückzinstage', '17', 'Duration in Jahren', '0,953'," '0,930'",0%', 'Erster Zinstermin', '11.01.2022', 'Anzahl Zinstermine', 'Jährlich', 'Zinslauf ab', '11.01.2021', 'BMW Finance N.V.', 'Währungsanleihen', 'Freiverkehr', '', '1.000', 'Prozentnotiert', '11.01.2021', '1.000.000.000', '1.000.000.000', 'EUR', 'EUR', '06.01.2021', '11.01.2026', 'Special call', '', '', '1.000', 'BAADER BANK AG', 'Fortlaufende Auktion']
https://www.boerse-frankfurt.de/anleihe/de000hlb3by7-landesbank-hessen-thueringen-girozentrale-0-000-16-31,['', '24.01.25 17:00:50'," '86,70'"," '-0,46%'", '', '24.01.25 17:30:00'," '0,00'"," '0,00'", 'für 0 Nominal', 'für 0 Nominal', 'Differenz zum Vortag', '-0,40 / -0,46%', 'Spread absolut / relativ', '0 / 0%', 'Tagesumsatz in Euro', '0', 'Tagesumsatz nominal', '0', 'Preisfeststellungen', '0', 'Schlusspreis des letzten Handelstages', '86,70', 'Tagestief/-hoch', '86,70 / 87,10', '52-Wochentief/-hoch', '83,50 / 89,80', 'Handelszeiten', '08:00-17:30', 'Rendite in % zum letzten Preis', '2,2896'," '2,2896'", 'Rendite in % zu Brief', '', 'Rendite in % zu Geld', '', 'Stückzinsberechnung', 'flat', 'Stückzinsen in %', '0,0000', 'Aufgelaufene Stückzinstage', '254', 'Duration in Jahren', '6,307'," '5,468'",0%', 'Erster Zinstermin', '19.05.2017', 'Anzahl Zinstermine', 'Jährlich', 'Zinslauf ab', '19.05.2016', 'Landesbank Hessen-Thüringen Girozentrale', 'Pfandbriefe von Hypothekenbankenoder', 'Freiverkehr', '', '1.000', 'Prozentnotiert', '19.05.2016', '25.000.000', '25.000.000', 'EUR', 'EUR', '19.05.2016', '19.05.2031', 'Special call', '', '', '1.000', 'BAADER BANK AG', 'Fortlaufende Auktion']
https://www.boerse-frankfurt.de/anleihe/eu000a3ktgv8-europaeische-union-0-000-21-26,['', '24.01.25 17:00:50'," '96,622'"," '-0,04%'", '', '24.01.25 17:30:00'," '0,00'"," '0,00'", 'für 0 Nominal', 'für 0 Nominal', 'Differenz zum Vortag', '-0,038 / -0,04%', 'Spread absolut / relativ', '0 / 0%', 'Tagesumsatz in Euro', '0', 'Tagesumsatz nominal', '0', 'Preisfeststellungen', '0', 'Schlusspreis des letzten Handelstages', '96,622', 'Tagestief/-hoch', '96,619 / 96,701', '52-Wochentief/-hoch', '93,135 / 96,881', 'Handelszeiten', '08:00-17:30', 'Rendite in % zum letzten Preis', '2,4225'," '2,4225'", 'Rendite in % zu Brief', '', 'Rendite in % zu Geld', '', 'Stückzinsberechnung', 'k.A.', 'Stückzinsen in %', '0,0000', 'Aufgelaufene Stückzinstage', '206', 'Duration in Jahren', '1,436'," '1,387'",0%', 'Erster Zinstermin', '06.07.2022', 'Anzahl Zinstermine', 'Jährlich', 'Zinslauf ab', '06.07.2021', 'Europäische Union', 'Währungsanleihen', 'Freiverkehr', '', '1.000', 'Prozentnotiert', '06.07.2021', '18.939.000.000', '18.939.000.000', 'EUR', 'EUR', '01.07.2021', '06.07.2026', '', '', '', '1.000', 'BAADER BANK AG', 'Fortlaufende Auktion']
