Name,Clean_Company_Maturity,WKN,URL,ISIN,Company + Kupon and Maturity,Company,Kupon_Maturity,Coupon,Maturity_Start,Maturity_End,is_green,Last Price,DateTime,Volume in Euro,+/- %,Currency,YTM
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.47,2025-01-02T08:40:00Z,0,"0,19",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.37,2025-01-02T10:53:00Z,0,"0,08",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.44,2025-01-02T13:47:00Z,0,"0,16",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.35,2025-01-03T08:40:00Z,0,"0,00",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.24,2025-01-03T11:30:00Z,0,"-0,11",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.33,2025-01-03T13:47:00Z,0,"-0,02",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.37,2025-02-03T08:44:00Z,0,"-0,06",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.48,2025-02-03T13:47:00Z,0,"0,06",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.5,2025-02-03T16:40:00Z,0,"0,08",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.43,2025-02-04T08:39:00Z,0,"-0,13",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.43,2025-02-04T08:40:00Z,0,"-0,13",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.63,2025-02-04T13:47:00Z,0,"0,07",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.24,2025-01-06T08:40:00Z,0,"-0,01",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.16,2025-01-06T13:47:00Z,0,"-0,09",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.12,2025-01-06T17:17:00Z,0,"-0,13",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.18,2025-01-07T09:12:00Z,0,"0,06",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.16,2025-01-07T13:47:00Z,0,"0,04",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.12,2025-01-07T17:17:00Z,0,"0,00",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.15,2025-01-08T08:54:00Z,0,"0,13",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.04,2025-01-08T13:47:00Z,0,"0,01",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.07,2025-01-08T17:17:00Z,0,"0,04",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.09,2025-01-09T08:40:00Z,0,"0,02",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.97,2025-01-09T11:51:00Z,0,"-0,11",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.01,2025-01-09T17:17:00Z,0,"-0,06",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.9,2025-01-10T09:04:00Z,0,"-0,01",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.85,2025-01-10T13:03:00Z,0,"-0,06",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.88,2025-01-10T13:47:00Z,0,"-0,03",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.83,2025-01-13T08:42:00Z,0,"0,15",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.81,2025-01-13T13:47:00Z,0,"0,14",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.78,2025-01-13T17:19:00Z,0,"0,11",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.8,2025-01-14T09:27:00Z,0,"0,02",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.73,2025-01-14T13:47:00Z,0,"-0,06",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.69,2025-01-14T17:17:00Z,0,"-0,10",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.74,2025-01-15T08:40:00Z,0,"0,05",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.76,2025-01-15T13:47:00Z,0,"0,07",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.91,2025-01-15T16:11:00Z,0,"0,23",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.89,2025-01-15T17:17:00Z,0,"0,21",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.8,2025-01-16T08:40:00Z,0,"-0,09",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.93,2025-01-16T13:47:00Z,0,"0,05",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.08,2025-01-17T09:16:00Z,0,"0,06",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.06,2025-01-17T13:47:00Z,0,"0,04",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.97,2025-01-20T08:40:00Z,0,"-0,02",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.07,2025-01-21T08:40:00Z,0,"0,05",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.02,2025-01-21T17:17:00Z,0,"-0,01",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.03,2025-01-24T08:40:00Z,0,"0,04",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.06,2025-01-27T10:19:00Z,0,"0,31",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.17,2025-01-27T13:47:00Z,0,"0,43",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.39,2024-12-27T17:17:00Z,0,"0,03",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.04,2025-01-29T13:47:00Z,0,"0,05",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,93.88,2025-01-30T08:40:00Z,0,"0,01",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.04,2025-01-30T09:10:00Z,0,"0,19",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.15,2025-01-30T13:47:00Z,0,"0,30",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.22,2025-01-30T16:24:00Z,0,"0,38",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.38,2024-12-30T08:59:00Z,0,"-0,01",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.31,2024-12-30T11:06:00Z,0,"-0,08",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.29,2024-12-30T13:58:00Z,0,"-0,11",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.16,2025-01-31T08:48:00Z,0,"-0,04",Euro,-
"E.ON SE 0,375% 20/27",e on se 0 375 20 27,A254QR,https://www.boerse-frankfurt.de/anleihe/xs2103014291-e-on-se-0-375-20-27,xs2103014291,#NAME?,e on se,0 375 20 27,0.375,20,27,1,94.5,2025-01-31T13:47:00Z,0,"0,32",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,87.3,2025-01-03T09:02:00Z,3.492,"-0,02",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,87.09,2025-01-03T13:00:00Z,8.716,"-0,26",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,87.31,2025-01-03T14:00:00Z,8.716,"-0,01",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,87.31,2025-01-03T15:00:00Z,8.716,"-0,01",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,87.18,2025-01-03T17:01:00Z,8.716,"-0,15",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,87,2025-01-07T13:21:00Z,2.61,"-0,07",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.66,2025-01-09T10:00:00Z,3.467,"-0,18",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.61,2025-01-09T13:00:00Z,3.467,"-0,25",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.56,2025-01-09T17:22:00Z,12.125,"-0,30",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.23,2025-01-10T13:00:00Z,3.464,"-0,39",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.26,2025-01-10T14:00:00Z,3.464,"-0,35",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.13,2025-01-10T15:06:00Z,5.187,"-0,50",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.22,2025-01-10T17:00:00Z,18.981,"-0,40",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.05,2025-01-13T09:48:00Z,17.21,"-0,19",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.09,2025-01-13T11:19:00Z,17.21,"-0,14",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.16,2025-01-13T14:00:00Z,17.21,"-0,06",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.15,2025-01-13T15:00:00Z,17.21,"-0,08",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.17,2025-01-13T16:00:00Z,18.933,"-0,05",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.14,2025-01-13T17:14:00Z,20.656,"-0,09",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.09,2025-01-15T10:10:00Z,3.443,"0,05",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.11,2025-01-15T14:01:00Z,7.75,"0,08",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.53,2025-01-15T16:00:00Z,9.477,"0,56",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.71,2025-01-15T16:43:00Z,10.344,"0,77",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.71,2025-01-16T12:03:00Z,3.468,"0,09",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.67,2025-01-16T15:00:00Z,3.468,"0,05",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.8,2025-01-16T17:00:00Z,3.468,"0,20",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.87,2025-01-17T10:35:00Z,1.737,"0,09",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,87.16,2024-12-27T14:15:00Z,16.56,"-0,33",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,86.77,2025-01-30T09:23:00Z,8.677,"-0,34",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,87.1,2025-01-30T10:00:00Z,8.677,"0,03",Euro,-
"E.ON SE 0,75% 20/30",e on se 0 75 20 30,A254QS,https://www.boerse-frankfurt.de/anleihe/xs2103014457-e-on-se-0-75-20-30,xs2103014457,e-on-se-0-75-20-30,e on se,0 75 20 30,0.75,20,30,0,87.17,2024-12-30T13:03:00Z,6.102,"0,01",Euro,-
"Landwirtschaftliche Rentenbank 0,000% 21/31",landwirtschaftliche rentenbank 0 000 21 31,A27DLN,https://www.boerse-frankfurt.de/anleihe/xs2359292955-landwirtschaftliche-rentenbank-0-000-21-31,xs2359292955,#NAME?,landwirtschaftliche rentenbank,0 000 21 31,0,21,31,1,84.64,2025-01-02T10:00:00Z,0,"0,19",Euro,-
"Landwirtschaftliche Rentenbank 0,000% 21/31",landwirtschaftliche rentenbank 0 000 21 31,A27DLN,https://www.boerse-frankfurt.de/anleihe/xs2359292955-landwirtschaftliche-rentenbank-0-000-21-31,xs2359292955,#NAME?,landwirtschaftliche rentenbank,0 000 21 31,0,21,31,1,84.78,2025-01-02T11:24:00Z,0,"0,36",Euro,-
"Landwirtschaftliche Rentenbank 0,000% 21/31",landwirtschaftliche rentenbank 0 000 21 31,A27DLN,https://www.boerse-frankfurt.de/anleihe/xs2359292955-landwirtschaftliche-rentenbank-0-000-21-31,xs2359292955,#NAME?,landwirtschaftliche rentenbank,0 000 21 31,0,21,31,1,84.81,2025-01-02T13:01:00Z,0,"0,39",Euro,-
"Landwirtschaftliche Rentenbank 0,000% 21/31",landwirtschaftliche rentenbank 0 000 21 31,A27DLN,https://www.boerse-frankfurt.de/anleihe/xs2359292955-landwirtschaftliche-rentenbank-0-000-21-31,xs2359292955,#NAME?,landwirtschaftliche rentenbank,0 000 21 31,0,21,31,1,84.9,2025-01-02T14:00:00Z,0,"0,50",Euro,-
